Stocks holdings ,,,,,,,,,
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of funds*,Sector,Market,Security depository receipt type
,BD5CMD8,630,Tongling Nonferrous Metals Group Co. Ltd.,7852906,"$2,629,841.65 ",0.000612894,Copper,CN,---
,6529554,2309,CMIC Holdings Co. Ltd.,155380,"$2,629,398.16 ",0.00061279,Life Sciences Tools & Services,JP,---
,6826415,900917,Shanghai Haixin Group Co. Class B,6546133,"$2,629,266.82 ",0.00061276,Pharmaceuticals,CN,---
,B03MXD6,SASA,Sasa Polyester Sanayi AS,2021584,"$2,624,188.99 ",0.000611576,Commodity Chemicals,TR,---
,6643023,9066,Nissin Corp.,151049,"$2,623,756.48 ",0.000611476,Marine Ports & Services,JP,---
,B0CJMD1,297,Sinofert Holdings Ltd.,25211479,"$2,622,861.69 ",0.000611267,Fertilizers & Agricultural Chemicals,BM,---
,BD5LSJ3,2127,NanJi E-Commerce Co. Ltd.,1671693,"$2,621,548.05 ",0.000610961,Advertising,CN,---
,BFWMB94,1131,Agritrade Resources Ltd.,35222125,"$2,621,252.30 ",0.000610892,Coal & Consumable Fuels,BM,---
,6563660,4668,Meiko Network Japan Co. Ltd.,276767,"$2,620,516.39 ",0.00061072,Education Services,JP,---
,4161293,BO,Bang & Olufsen A/S,498285,"$2,620,384.62 ",0.00061069,Consumer Electronics,DK,---
,6715438,UV-F,Univentures PCL,12213275,"$2,619,651.14 ",0.000610519,Real Estate Development,TH,---
,6561879,TTA-F,Thoresen Thai Agencies PCL,17692306,"$2,619,506.01 ",0.000610485,Industrial Conglomerates,TH,---
,B5B5BY9,ENRU,ENEL RUSSIA PJSC,176188090,"$2,617,708.16 ",0.000610066,Electric Utilities,RU,---
,6305497,6788,Nihon Trim Co. Ltd.,60598,"$2,616,565.16 ",0.0006098,Industrial Machinery,JP,---
,B52XJB5,MTLRP,Mechel PJSC Preference Shares,1821704,"$2,616,546.61 ",0.000609795,Steel,RU,---
,BP3R6L5,600153,Xiamen C & D Inc. Class A,2021600,"$2,613,579 ",0.000609104,Trading Companies & Distributors,CN,---
,6640660,2108,Nippon Beet Sugar Manufacturing Co. Ltd.,140228,"$2,613,238.64 ",0.000609024,Packaged Foods & Meats,JP,---
,B4ZN2D8,3091,Al Jouf Cement Co.,1024423,"$2,612,248.35 ",0.000608794,Construction Materials,SA,---
,BVG1NC6,215000,GOLFZON Co. Ltd.,43919,"$2,610,226.88 ",0.000608322,Interactive Home Entertainment,KR,---
,BP3RD47,600528,China Railway Hi-tech Industry Co. Ltd.,1579217,"$2,609,321.58 ",0.000608111,Construction & Engineering,CN,---
,6582955,51370,Interflex Co. Ltd.,177700,"$2,607,623.52 ",0.000607716,Electronic Components,KR,---
,BP3R477,601238,Guangzhou Automobile Group Co. Ltd.,1551440,"$2,605,809.47 ",0.000607293,Automobile Manufacturers,CN,---
,B133WP1,3090,Tabuk Cement Co.,617672,"$2,603,405.86 ",0.000606733,Construction Materials,SA,---
,B05J4P4,2429,World Holdings Co. Ltd.,147153,"$2,602,075.75 ",0.000606423,Human Resource & Employment Services,JP,---
,6725794,ORWE,Oriental Weavers,3947984,"$2,596,635.93 ",0.000605155,Home Furnishings,EG,---
,B23WQK8,CEL,Cellcom Israel Ltd. (Registered),814595,"$2,595,872.97 ",0.000604977,Wireless Telecommunication Services,IL,---
,BYNNSR6,GOL,Gol Linhas Aereas Inteligentes SA ADR,143523,"$2,593,460.61 ",0.000604415,Airlines,BR,ADR
,6869205,1609,Ta Ya Electric Wire & Cable,6818981,"$2,592,816.33 ",0.000604265,Electrical Components & Equipment,TW,---
,BBMR4Z8,1680,Macau Legend Development Ltd.,18518139,"$2,590,055.13 ",0.000603621,Casinos & Gaming,KY,---
,6483304,8081,Kanaden Corp.,206732,"$2,589,851.94 ",0.000603574,Trading Companies & Distributors,JP,---
,BP3RCZ1,600132,Chongqing Brewery Co. Ltd.,346089,"$2,583,057.10 ",0.00060199,Brewers,CN,---
,BYWPH65,601881,China Galaxy Securities Co. Ltd. Class A,1545100,"$2,582,531.87 ",0.000601868,Investment Banking & Brokerage,CN,---
,6483285,9081,Kanagawa Chuo Kotsu Co. Ltd.,69070,"$2,582,378.83 ",0.000601832,Trucking,JP,---
,6893550,8550,Tochigi Bank Ltd.,1201972,"$2,582,171.69 ",0.000601784,Regional Banks,JP,---
,BD5C7D3,300012,Centre Testing International Group Co. Ltd.,1203800,"$2,580,618.25 ",0.000601422,Research & Consulting Services,CN,---
,6528164,2305,Studio Alice Co. Ltd.,148173,"$2,580,433.33 ",0.000601379,Specialized Consumer Services,JP,---
,B03MNB4,AKSA,Aksa Akrilik Kimya Sanayii AS,1119314,"$2,577,378.99 ",0.000600667,Textiles,TR,---
,6292470,5203,Cyberlink Corp.,689695,"$2,576,291.13 ",0.000600414,Application Software,TW,---
,6197810,CLH,City Lodge Hotels Ltd.,500865,"$2,575,578.41 ",0.000600248,"Hotels, Resorts & Cruise Lines",ZA,---
,6580034,BDMN,Bank Danamon Indonesia Tbk PT,9051911,"$2,573,357.22 ",0.00059973,Diversified Banks,ID,---
,BP3R604,600875,Dongfang Electric Corp. Ltd.,1946400,"$2,572,330.96 ",0.000599491,Heavy Electrical Equipment,CN,---
,B0FGN70,2453,Japan Best Rescue System Co. Ltd.,247936,"$2,564,020.35 ",0.000597554,Specialized Consumer Services,JP,---
,B1GKL41,GESHIP,Great Eastern Shipping Co. Ltd.,611824,"$2,563,222.80 ",0.000597368,Oil & Gas Storage & Transportation,IN,---
,BYW5MZ9,600926,Bank of Hangzhou Co. Ltd. Class A,1945544,"$2,560,820.62 ",0.000596808,Regional Banks,CN,---
,B0LR6C3,DCMSHRIRAM,DCM Shriram Ltd.,462982,"$2,560,522.91 ",0.000596739,Diversified Chemicals,IN,---
,BDHXPG3,ALFA,Alfa Financial Software Holdings plc,1608994,"$2,559,493.30 ",0.000596499,Application Software,GB,---
,BF2DZJ5,603659,Shanghai Putailai New Energy Technology Co. Ltd. Class A,209258,"$2,559,098.82 ",0.000596407,Specialty Chemicals,CN,---
,BYQDM93,600885,Hongfa Technology Co. Ltd.,516982,"$2,556,856.49 ",0.000595884,Electrical Components & Equipment,CN,---
,BP3R325,601633,Great Wall Motor Co. Ltd. Class A,2008794,"$2,556,656.81 ",0.000595838,Automobile Manufacturers,CN,---
,6771281,5610,SPC Samlip Co. Ltd.,33950,"$2,553,919.84 ",0.0005952,Packaged Foods & Meats,KR,---
,B6S0VK0,3001,Hail Cement Co.,784795,"$2,553,576.03 ",0.00059512,Construction Materials,SA,---
,BD5CN68,27,Shenzhen Energy Group Co. Ltd. Class A,2857916,"$2,549,950.49 ",0.000594275,Independent Power Producers & Energy Tra,CN,---
,6694548,PSL-F,Precious Shipping PCL,10069957,"$2,549,557.69 ",0.000594183,Marine,TH,---
,BYW5N01,600977,China Film Co. Ltd. Class A,1163900,"$2,547,150.09 ",0.000593622,Movies & Entertainment,CN,---
,BXVM276,UNIFINA,Unifin Financiera SAB de CV,1548222,"$2,544,955.16 ",0.000593111,Consumer Finance,MX,---
,BD5CJ82,2013,AVIC Electromechanical Systems Co. Ltd.,2548900,"$2,542,004.08 ",0.000592423,Aerospace & Defense,CN,---
,6295855,STRTECH,Sterlite Technologies Ltd.,1528290,"$2,540,892.13 ",0.000592164,Communications Equipment,IN,---
,BFY8GK6,2807,Jiangsu Jiangyin Rural Commercial Bank Co. Ltd. Class A,3792653,"$2,540,840.98 ",0.000592152,Regional Banks,CN,---
,BH4G7R8,336260,Doosan Fuel Cell Co. Ltd.,335425,"$2,540,812.83 ",0.000592145,Electrical Components & Equipment,KR,---
,B1LDTB8,FINCABLES,Finolex Cables Ltd.,488716,"$2,540,691.61 ",0.000592117,Electrical Components & Equipment,IN,---
,6659194,7414,Onoken Co. Ltd.,195513,"$2,539,213.69 ",0.000591773,Trading Companies & Distributors,JP,---
,BZ0D207,603019,Dawning Information Industry Co. Ltd.,510000,"$2,536,904.91 ",0.000591235,"Technology Hardware, Storage & Periphera",CN,---
,6718158,1122,Qingling Motors Co. Ltd.,10397822,"$2,534,639.06 ",0.000590706,Automobile Manufacturers,CN,---
,B29Y9F4,ASRI,Alam Sutera Realty Tbk PT,148135969,"$2,534,539.58 ",0.000590683,Real Estate Development,ID,---
,6484288,6390,Kato Works Co. Ltd.,168592,"$2,533,750.83 ",0.000590499,Construction Machinery & Heavy Trucks,JP,---
,BP3R541,600998,Jointown Pharmaceutical Group Co. Ltd.,1244986,"$2,531,376.38 ",0.000589946,Health Care Distributors,CN,---
,BP3R637,600027,Huadian Power International Corp. Ltd.,4786100,"$2,522,897.69 ",0.00058797,Independent Power Producers & Energy Tra,CN,---
,BP3R7J0,600820,Shanghai Tunnel Engineering Co. Ltd.,2902520,"$2,519,402.31 ",0.000587155,Construction & Engineering,CN,---
,B03MTT4,IPEKE,Ipek Dogal Enerji Kaynaklari Arastirma Ve Uretim AS,1941644,"$2,519,336.96 ",0.00058714,Oil & Gas Exploration & Production,TR,---
,B80LWS0,1589,Yeong Guan Energy Technology Group Co. Ltd.,1216740,"$2,518,822.67 ",0.00058702,Steel,KY,---
,6388380,UPP,Union Properties PJSC,33844206,"$2,517,121.07 ",0.000586624,Diversified Real Estate Activites,AE,---
,BD5CL20,2493,Rongsheng Petro Chemical Co. Ltd.,1413103,"$2,517,034.95 ",0.000586604,Commodity Chemicals,CN,---
,BG10R65,300720,Hanil Cement Co. Ltd.,31138,"$2,516,431.28 ",0.000586463,Construction Materials,KR,---
,6983893,6482,Yushin Precision Equipment Co. Ltd.,271460,"$2,516,335.28 ",0.000586441,Industrial Machinery,JP,---
,BKDQ7V4,629,Pangang Group Vanadium Titanium & Resources Co. Ltd.,5993400,"$2,515,143.32 ",0.000586163,Steel,CN,---
,BJVQH75,---,Hemisphere Properties India Ltd.,1109497,"$2,515,007.95 ",0.000586131,Diversified Real Estate Activites,IN,---
,B1VLVW7,AKA,Akastor ASA,2215574,"$2,514,860.26 ",0.000586097,Oil & Gas Equipment & Services,NO,---
,B05KY57,78520,Able C&C Co. Ltd.,284919,"$2,511,195.32 ",0.000585243,Personal Products,KR,---
,B03BMQ9,6251,Dynamic Electronics Co. Ltd.,4363000,"$2,508,502.50 ",0.000584615,Electronic Components,TW,---
,B3VVQ71,108230,Toptec Co. Ltd.,291073,"$2,505,125.59 ",0.000583828,Semiconductor Equipment,KR,---
,BP3R6J3,600170,Shanghai Construction Group Co. Ltd. Class A,4914700,"$2,499,623.28 ",0.000582546,Construction & Engineering,CN,---
,B0X8PJ4,6504,Nan Liu Enterprise Co. Ltd.,544501,"$2,496,067.57 ",0.000581717,Textiles,TW,---
,6383374,53030,Binex Co. Ltd.,366370,"$2,491,947.91 ",0.000580757,Pharmaceuticals,KR,---
,BP3R9L6,600021,Shanghai Electric Power Co. Ltd.,2148803,"$2,484,802.91 ",0.000579092,Independent Power Producers & Energy Tra,CN,---
,6805801,370,Hanwha General Insurance Co. Ltd.,1017257,"$2,483,919.10 ",0.000578886,Property & Casualty Insurance,KR,---
,6042675,7552,Happinet Corp.,192256,"$2,483,253.82 ",0.000578731,Distributors,JP,---
,6130064,KTKBANK,Karnataka Bank Ltd.,2457527,"$2,482,268.28 ",0.000578501,Diversified Banks,IN,---
,6986922,9671,Yomiuri Land Co. Ltd.,59737,"$2,481,396.65 ",0.000578298,Leisure Facilities,JP,---
,6804518,8364,Shimizu Bank Ltd.,124772,"$2,481,063.60 ",0.000578221,Regional Banks,JP,---
,BD5CK56,31,Grandjoy Holdings Group Co. Ltd.,2405546,"$2,480,619.90 ",0.000578117,Real Estate Development,CN,---
,6807603,200055,China Fangda Group Co. Ltd.,5872007,"$2,480,175.71 ",0.000578014,Building Products,CN,---
,BFB4JK8,600779,Sichuan Swellfun Co. Ltd.,332900,"$2,477,224.23 ",0.000577326,Distillers & Vintners,CN,---
,BFWY6S4,582,Landing International Development Ltd.,21932901,"$2,476,030.39 ",0.000577048,Real Estate Development,BM,---
,B0LNLV5,GND,Grindrod Ltd.,6882770,"$2,475,797.76 ",0.000576993,Marine Ports & Services,ZA,---
,6793865,4228,Sekisui Plastics Co. Ltd.,326560,"$2,472,957.32 ",0.000576331,Commodity Chemicals,JP,---
,BYZD5D9,6828,Beijing Gas Blue Sky Holdings Ltd.,92934335,"$2,471,684.31 ",0.000576035,Gas Utilities,BM,---
,BP3RD58,600816,Anxin Trust Co. Ltd.,3873478,"$2,471,580.27 ",0.00057601,Asset Management & Custody Banks,CN,---
,6312356,900941,Eastern Communications Co. Ltd.,4614859,"$2,471,029.67 ",0.000575882,Communications Equipment,CN,---
,BPRC2R4,SDA,SpeedCast International Ltd.,3739468,"$2,470,458.36 ",0.000575749,Alternative Carriers,AU,---
,BKDT6F0,1282,Glory Sun Financial Group Ltd.,64148000,"$2,469,233.37 ",0.000575463,"Technology Hardware, Storage & Periphera",KY,---
,6763006,8084,Ryoden Corp.,162826,"$2,467,768.48 ",0.000575122,Technology Distributors,JP,---
,BDD1R10,SILO,Siloam International Hospitals Tbk PT,4930881,"$2,466,647.60 ",0.000574861,Health Care Facilities,ID,---
,6393317,317,CSSC Offshore and Marine Engineering Group Co. Ltd.,3299622,"$2,465,472.39 ",0.000574587,Construction Machinery & Heavy Trucks,CN,---
,BD5CF40,975,Yintai Gold Co. Ltd.,1270300,"$2,461,389.12 ",0.000573635,Diversified Metals & Mining,CN,---
,BP3RFD0,600704,Wuchan Zhongda Group Co. Ltd.,3261885,"$2,461,327.51 ",0.000573621,Distributors,CN,---
,6117982,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,108982,"$2,459,503.17 ",0.000573196,Pharmaceuticals,IN,---
,BH35L96,978,China Merchants Land Ltd.,15665717,"$2,452,862.93 ",0.000571648,Real Estate Development,KY,---
,104861,TED,Ted Baker plc,454522,"$2,451,990.89 ",0.000571445,"Apparel, Accessories & Luxury Goods",GB,---
,B681D63,FFGRP,FF Group,455279,"$2,451,305.89 ",0.000571285,"Apparel, Accessories & Luxury Goods",GR,---
,6431875,4532,Rechi Precision Co. Ltd.,3199896,"$2,451,081.09 ",0.000571233,Industrial Machinery,TW,---
,BLRLQ26,JHC,Japara Healthcare Ltd.,3536604,"$2,447,641.29 ",0.000570431,Health Care Facilities,AU,---
,B03MZB8,VESTL,Vestel Elektronik Sanayi ve Ticaret AS,1154007,"$2,446,752.68 ",0.000570224,Consumer Electronics,TR,---
,BH4TD79,1663,K&O Energy Group Inc.,163809,"$2,446,653.47 ",0.000570201,Gas Utilities,JP,---
,BFWY7Q9,SDRL,Seadrill Ltd.,1044876,"$2,439,826.98 ",0.00056861,Oil & Gas Drilling,BM,---
,6159672,480,HKR International Ltd.,5860154,"$2,438,252.08 ",0.000568243,Diversified Real Estate Activites,KY,---
,BYM6DQ0,3539,Japan Meat Co. Ltd.,117300,"$2,437,472.35 ",0.000568061,Food Retail,JP,---
,6143255,RAYMOND,Raymond Ltd.,259874,"$2,436,367.99 ",0.000567804,Textiles,IN,---
,6616348,1510,SK Securities Co. Ltd.,4648403,"$2,435,880.10 ",0.00056769,Investment Banking & Brokerage,KR,---
,6875730,TINS,Timah Tbk PT,41015153,"$2,435,617.61 ",0.000567629,Diversified Metals & Mining,ID,---
,6802835,900923,Shanghai Bailian Group Co. Ltd.,2874795,"$2,434,836.26 ",0.000567447,Hypermarkets & Super Centers,CN,---
,B00D9M3,ADHI,ADHI KARYA PERSERO TBK PT,28749669,"$2,429,899.13 ",0.000566296,Construction & Engineering,ID,---
,BJ6CJ27,U-F,U City PCL,42471314,"$2,423,137.16 ",0.000564721,Diversified Real Estate Activites,TH,---
,6076447,8395,Bank of Saga Ltd.,151498,"$2,420,594.95 ",0.000564128,Regional Banks,JP,---
,6351597,2107,Formosan Rubber Group Inc.,3839306,"$2,417,189.15 ",0.000563334,Commodity Chemicals,TW,---
,B1YYYZ7,3552,Tung Thih Electronic Co. Ltd.,999118,"$2,414,173.79 ",0.000562632,Auto Parts & Equipment,TW,---
,6164438,4725,CAC Holdings Corp.,167620,"$2,403,797.89 ",0.000560213,IT Consulting & Other Services,JP,---
,BSZLQ94,DXBE,DXB Entertainments PJSC,49530386,"$2,402,195.61 ",0.00055984,Leisure Facilities,AE,---
,6010092,6345,Aichi Corp.,352677,"$2,402,110.50 ",0.00055982,Construction Machinery & Heavy Trucks,JP,---
,6162302,30530,Wonik Holdings Co. Ltd.,509506,"$2,399,978.99 ",0.000559323,Semiconductor Equipment,KR,---
,BD5CHY4,2690,Hefei Meiya Optoelectronic Technology Inc.,425800,"$2,393,337.71 ",0.000557776,Industrial Machinery,CN,---
,BP3RGF9,601233,Tongkun Group Co. Ltd.,1110260,"$2,393,263.03 ",0.000557758,Commodity Chemicals,CN,---
,BP3R808,600867,Tonghua Dongbao Pharmaceutical Co. Ltd.,1314781,"$2,391,403.23 ",0.000557325,Pharmaceuticals,CN,---
,6764355,4951,ST Corp.,151184,"$2,387,606.73 ",0.00055644,Household Products,JP,---
,6146997,8730,Youlchon Chemical Co. Ltd.,197380,"$2,386,613.86 ",0.000556209,Metal & Glass Containers,KR,---
,6520289,194,Liu Chong Hing Investment Ltd.,1747991,"$2,385,296.06 ",0.000555902,Real Estate Operating Companies,HK,---
,B4TL1F3,BAJAJCON,Bajaj Consumer Care Ltd.,719578,"$2,381,386.46 ",0.00055499,Personal Products,IN,---
,5483822,WEHB,Wereldhave Belgium Comm VA,24580,"$2,377,208.30 ",0.000554017,Retail REITs,BE,---
,BP3RH12,600298,Angel Yeast Co. Ltd.,539300,"$2,376,603.39 ",0.000553876,Packaged Foods & Meats,CN,---
,6592556,6419,Mars Group Holdings Corp.,126872,"$2,375,431.68 ",0.000553603,Leisure Products,JP,---
,BP3R3P8,601898,China Coal Energy Co. Ltd. Class A,3289730,"$2,373,008.36 ",0.000553038,Coal & Consumable Fuels,CN,---
,B1LQJY0,BSOFT,Birlasoft Ltd.,2394156,"$2,371,711.94 ",0.000552736,Systems Software,IN,---
,6162614,ESRS,Ezz Steel Co. SAE,3653048,"$2,370,286.52 ",0.000552404,Steel,EG,---
,6149985,4719,Alpha Systems Inc.,90849,"$2,369,638.45 ",0.000552252,Systems Software,JP,---
,B23HV20,SYR,Syrah Resources Ltd.,7177798,"$2,369,189.19 ",0.000552148,Diversified Metals & Mining,AU,---
,B5MTK10,2193,COOKPAD Inc.,726794,"$2,368,448.56 ",0.000551975,Interactive Media & Services,JP,---
,6141118,1527,Basso Industry Corp.,1442339,"$2,366,605.07 ",0.000551546,Household Appliances,TW,---
,6077774,1522,TYC Brother Industrial Co. Ltd.,2436099,"$2,362,447.36 ",0.000550577,Auto Parts & Equipment,TW,---
,6431109,5902,Hokkan Holdings Ltd.,123517,"$2,361,478.28 ",0.000550351,Metal & Glass Containers,JP,---
,BP3R5L8,601958,Jinduicheng Molybdenum Co. Ltd. Class A,2050700,"$2,359,870.13 ",0.000549976,Diversified Metals & Mining,CN,---
,BP3R9V6,601005,Chongqing Iron & Steel Co. Ltd. Class A,8879674,"$2,359,028.87 ",0.00054978,Steel,CN,---
,6163996,4726,SB Technology Corp.,127900,"$2,357,576.83 ",0.000549441,IT Consulting & Other Services,JP,---
,6771054,4690,Samchully Co. Ltd.,32206,"$2,351,844.42 ",0.000548106,Gas Utilities,KR,---
,BD5CC94,2078,Shandong Sun Paper Industry JSC Ltd.,1660500,"$2,348,622.49 ",0.000547355,Paper Products,CN,---
,BD83175,298040,Hyosung Heavy Industries Corp.,102278,"$2,346,473.04 ",0.000546854,Heavy Electrical Equipment,KR,---
,6559476,7925,Maezawa Kasei Industries Co. Ltd.,211667,"$2,343,881.45 ",0.00054625,Building Products,JP,---
,BP3R4H7,600089,TBEA Co. Ltd.,2449302,"$2,341,261.61 ",0.000545639,Electrical Components & Equipment,CN,---
,BD5CN91,2081,Suzhou Gold Mantis Construction Decoration Co. Ltd.,1847750,"$2,341,258.73 ",0.000545639,Construction & Engineering,CN,---
,BF2NP06,C5H,Cairn Homes plc,1651096,"$2,341,055.39 ",0.000545591,Homebuilding,IE,---
,6708159,3090,Nichidenbo Corp.,1318000,"$2,339,822.78 ",0.000545304,Technology Distributors,TW,---
,BD5CM72,2465,Guangzhou Haige Communications Group Inc. Co.,1498124,"$2,331,950.94 ",0.000543469,Communications Equipment,CN,---
,BFY8GY0,300357,Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd. Class A,367094,"$2,330,729.95 ",0.000543185,Pharmaceuticals,CN,---
,B2PQF34,196,Honghua Group Ltd.,34252737,"$2,330,017.61 ",0.000543019,Oil & Gas Equipment & Services,KY,---
,B562TV8,906,CPMC Holdings Ltd.,5331365,"$2,327,309.22 ",0.000542388,Metal & Glass Containers,HK,---
,BS7K3D2,601799,Changzhou Xingyu Automotive Lighting Systems Co. Ltd.,170300,"$2,324,877.47 ",0.000541821,Auto Parts & Equipment,CN,---
,B01GQS6,YTLPOWR,YTL Power International Bhd.,12339869,"$2,324,230.81 ",0.00054167,Multi-Utilities,MY,---
,BP3R507,601098,China South Publishing & Media Group Co. Ltd.,1350800,"$2,317,736.16 ",0.000540156,Publishing,CN,---
,6136222,2426,Tyntek Corp.,4469095,"$2,316,216.09 ",0.000539802,Semiconductors,TW,---
,B015YY5,8114,Posiflex Technology Inc.,657612,"$2,316,112.11 ",0.000539778,Electronic Equipment & Instruments,TW,---
,B58XPH7,HLNG,Hoegh LNG Holdings Ltd.,605902,"$2,316,097.52 ",0.000539775,Oil & Gas Storage & Transportation,BM,---
,6621201,3920,Namyang Dairy Products Co. Ltd.,6093,"$2,315,878.82 ",0.000539724,Packaged Foods & Meats,KR,---
,B01WP21,3333,Asahi Co. Ltd.,178620,"$2,315,324.50 ",0.000539594,Specialty Stores,JP,---
,6545936,2749,JP-Holdings Inc.,805049,"$2,314,232.64 ",0.00053934,Specialized Consumer Services,JP,---
,4019950,POS,Porr Ag,134314,"$2,313,856.29 ",0.000539252,Construction & Engineering,AT,---
,BZ0D285,603899,Shanghai M&G Stationery Inc. Class A,330000,"$2,311,685.64 ",0.000538746,Office Services & Supplies,CN,---
,BP3R5Y1,600118,China Spacesat Co. Ltd.,752400,"$2,310,466.69 ",0.000538462,Aerospace & Defense,CN,---
,BFXWV82,PKP,PKP Cargo SA,426610,"$2,305,290.82 ",0.000537256,Railroads,PL,---
,BS7K376,600985,Huaibei Mining Holdings Co. Ltd. Class A,1602428,"$2,303,963.68 ",0.000536947,Steel,CN,---
,B756186,7161,Jimoto Holdings Inc.,2207154,"$2,302,384.81 ",0.000536579,Regional Banks,JP,---
,6152723,JINDALSAW,Jindal Saw Ltd.,2241047,"$2,294,987.29 ",0.000534855,Steel,IN,---
,B05DY78,MAU,Etablissements Maurel et Prom SA,723034,"$2,293,787.85 ",0.000534575,Oil & Gas Exploration & Production,FR,---
,B24F8T9,DEYAAR,Deyaar Development PJSC,22470322,"$2,291,554.65 ",0.000534055,Real Estate Development,AE,---
,BD6NPN1,123890,Korea Asset In Trust Co. Ltd.,786023,"$2,287,998.31 ",0.000533226,Diversified REITs,KR,---
,BD5CNC4,2500,Shanxi Securities Co. Ltd. Class A,1917945,"$2,287,341.65 ",0.000533073,Investment Banking & Brokerage,CN,---
,BP3RCL7,600567,Shanying International Holding Co. Ltd.,4219600,"$2,285,636.38 ",0.000532676,Paper Products,CN,---
,6166616,6840,AK Holdings Inc.,76189,"$2,280,761.50 ",0.000531539,Commodity Chemicals,KR,---
,B188J27,85370,Lutronic Corp.,289706,"$2,278,380.39 ",0.000530984,Health Care Equipment,KR,---
,BD73L76,2212,Nanyang Topsec Technologies Group Inc. Class A,834000,"$2,278,179 ",0.000530938,Electrical Components & Equipment,CN,---
,6416452,52400,KONA I Co. Ltd.,180584,"$2,275,404.47 ",0.000530291,"Technology Hardware, Storage & Periphera",KR,---
,6807658,716,Singamas Container Holdings Ltd.,20606477,"$2,273,272.20 ",0.000529794,Industrial Machinery,HK,---
,6985037,1870,Yahagi Construction Co. Ltd.,300851,"$2,272,589.47 ",0.000529635,Construction & Engineering,JP,---
,BP3R7C3,601139,Shenzhen Gas Corp. Ltd. Class A,2020400,"$2,272,484.28 ",0.00052961,Gas Utilities,CN,---
,BFYX689,603882,Guangzhou Kingmed Diagnostics Group Co. Ltd.,309100,"$2,272,413.83 ",0.000529594,Health Care Services,CN,---
,BD5CJK4,878,Yunnan Copper Co. Ltd. Class A,1153700,"$2,266,767.93 ",0.000528278,Copper,CN,---
,6539702,2742,Halows Co. Ltd.,92031,"$2,263,670.12 ",0.000527556,Food Retail,JP,---
,6355254,4554,Fuji Pharma Co. Ltd.,184963,"$2,260,628.57 ",0.000526847,Pharmaceuticals,JP,---
,BP3R927,600895,Shanghai Zhangjiang High-Tech Park Development Co. Ltd. Class A,1025700,"$2,257,035.95 ",0.00052601,Diversified Real Estate Activites,CN,---
,BP3R5Z2,600739,Liaoning Cheng Da Co. Ltd.,1029300,"$2,252,330.79 ",0.000524914,Distributors,CN,---
,BP3R6T3,600038,AVICOPTER plc,328297,"$2,250,725.65 ",0.000524539,Aerospace & Defense,CN,---
,6338631,4839,Wowow Inc.,88708,"$2,249,134.26 ",0.000524169,Broadcasting,JP,---
