,lambda,returns
828,0.8280000000000001,-0.018508290488598176
829,0.8290000000000001,-0.01854268421012384
830,0.8300000000000001,-0.018577077931649463
831,0.8310000000000001,-0.0186114716531751
832,0.8320000000000001,-0.018645865374700744
833,0.833,-0.01868025909622638
834,0.834,-0.018714652817752017
835,0.835,-0.018749046539277656
836,0.836,-0.01878344026080329
837,0.837,-0.018817833982328936
838,0.838,-0.01885222770385457
839,0.839,-0.018886621425380206
840,0.84,-0.018921015146905844
841,0.841,-0.018955408868431493
842,0.842,-0.018989802589957125
843,0.843,-0.01902419631148276
844,0.844,-0.019058590033008402
845,0.845,-0.01909298375453404
846,0.846,-0.019127377476059682
847,0.847,-0.019161771197585317
848,0.848,-0.019196164919110956
849,0.849,-0.019230558640636587
850,0.85,-0.019264952362162233
851,0.851,-0.019299346083687868
852,0.852,-0.01933373980521351
853,0.853,-0.019368133526739148
854,0.854,-0.019402527248264786
855,0.855,-0.019436920969790425
856,0.856,-0.019471314691316074
857,0.857,-0.0195057084128417
858,0.858,-0.019540102134367344
859,0.859,-0.019574495855892982
860,0.86,-0.01960888957741862
861,0.861,-0.019643283298944256
862,0.862,-0.01967767702046989
863,0.863,-0.019712070741995533
864,0.864,-0.019746464463521164
865,0.865,-0.01978085818504681
866,0.866,-0.01981525190657245
867,0.867,-0.019849645628098087
868,0.868,-0.019884039349623725
869,0.869,-0.01991843307114937
870,0.87,-0.019952826792675002
871,0.871,-0.019987220514200637
872,0.872,-0.020021614235726282
873,0.873,-0.020056007957251924
874,0.874,-0.02009040167877756
875,0.875,-0.020124795400303194
876,0.876,-0.02015918912182884
877,0.877,-0.020193582843354475
878,0.878,-0.02022797656488011
879,0.879,-0.020262370286405755
880,0.88,-0.0202967640079314
881,0.881,-0.020331157729457032
882,0.882,-0.020365551450982664
883,0.883,-0.02039994517250831
884,0.884,-0.020434338894033944
885,0.885,-0.02046873261555959
886,0.886,-0.02050312633708522
887,0.887,-0.020537520058610866
888,0.888,-0.0205719137801365
889,0.889,-0.02060630750166214
890,0.89,-0.020640701223187775
891,0.891,-0.02067509494471342
892,0.892,-0.02070948866623905
893,0.893,-0.020743882387764694
894,0.894,-0.020778276109290332
895,0.895,-0.020812669830815974
896,0.896,-0.020847063552341605
897,0.897,-0.020881457273867247
898,0.898,-0.020915850995392886
899,0.899,-0.020950244716918524
900,0.9,-0.020984638438444163
901,0.901,-0.021019032159969794
902,0.902,-0.021053425881495436
903,0.903,-0.021087819603021085
904,0.904,-0.02112221332454672
905,0.905,-0.02115660704607236
906,0.906,-0.02119100076759799
907,0.907,-0.021225394489123632
908,0.908,-0.021259788210649264
909,0.909,-0.02129418193217491
910,0.91,-0.021328575653700554
911,0.911,-0.021362969375226182
912,0.912,-0.02139736309675183
913,0.913,-0.021431756818277466
914,0.914,-0.021466150539803105
915,0.915,-0.02150054426132874
916,0.916,-0.021534937982854385
917,0.917,-0.021569331704380024
918,0.918,-0.021603725425905655
919,0.919,-0.021638119147431297
920,0.92,-0.02167251286895693
921,0.921,-0.021706906590482578
922,0.922,-0.02174130031200821
923,0.923,-0.021775694033533848
924,0.924,-0.021810087755059493
925,0.925,-0.02184448147658513
926,0.926,-0.021878875198110766
927,0.927,-0.02191326891963641
928,0.928,-0.02194766264116204
929,0.929,-0.021982056362687675
930,0.93,-0.02201645008421332
931,0.931,-0.022050843805738962
932,0.932,-0.02208523752726459
933,0.933,-0.022119631248790236
934,0.934,-0.022154024970315878
935,0.935,-0.02218841869184151
936,0.936,-0.02222281241336715
937,0.937,-0.022257206134892786
938,0.9380000000000001,-0.022291599856418428
939,0.9390000000000001,-0.02232599357794407
940,0.9400000000000001,-0.022360387299469705
941,0.9410000000000001,-0.02239478102099535
942,0.9420000000000001,-0.022429174742520975
943,0.9430000000000001,-0.02246356846404662
944,0.9440000000000001,-0.02249796218557226
945,0.9450000000000001,-0.02253235590709791
946,0.9460000000000001,-0.022566749628623536
947,0.9470000000000001,-0.022601143350149178
948,0.9480000000000001,-0.022635537071674813
949,0.9490000000000001,-0.02266993079320045
950,0.9500000000000001,-0.022704324514726093
951,0.9510000000000001,-0.022738718236251725
952,0.9520000000000001,-0.022773111957777373
953,0.9530000000000001,-0.022807505679303
954,0.9540000000000001,-0.022841899400828647
955,0.9550000000000001,-0.022876293122354296
956,0.9560000000000001,-0.022910686843879924
957,0.9570000000000001,-0.022945080565405562
958,0.9580000000000001,-0.022979474286931204
959,0.9590000000000001,-0.023013868008456832
960,0.96,-0.02304826172998247
961,0.961,-0.023082655451508116
962,0.962,-0.023117049173033748
963,0.963,-0.02315144289455939
964,0.964,-0.02318583661608502
965,0.965,-0.023220230337610667
966,0.966,-0.023254624059136305
967,0.967,-0.02328901778066195
968,0.968,-0.023323411502187582
969,0.969,-0.023357805223713217
970,0.97,-0.023392198945238862
971,0.971,-0.0234265926667645
972,0.972,-0.02346098638829014
973,0.973,-0.023495380109815788
974,0.974,-0.02352977383134142
975,0.975,-0.02356416755286705
976,0.976,-0.023598561274392693
977,0.977,-0.02363295499591833
978,0.978,-0.023667348717443967
979,0.979,-0.023701742438969612
980,0.98,-0.023736136160495244
981,0.981,-0.02377052988202089
982,0.982,-0.023804923603546524
983,0.983,-0.023839317325072155
984,0.984,-0.023873711046597804
985,0.985,-0.02390810476812344
986,0.986,-0.023942498489649074
987,0.987,-0.023976892211174716
988,0.988,-0.02401128593270036
989,0.989,-0.024045679654225986
990,0.99,-0.024080073375751635
991,0.991,-0.024114467097277274
992,0.992,-0.024148860818802905
993,0.993,-0.024183254540328547
994,0.994,-0.024217648261854182
995,0.995,-0.024252041983379824
996,0.996,-0.024286435704905466
997,0.997,-0.0243208294264311
998,0.998,-0.024355223147956736
999,0.999,-0.024389616869482378
1000,1.0,-0.02442401059100802
