lambda,returns
0.0,0.010701499155917144
0.001,0.010673411626033285
0.002,0.010645324096149412
0.003,0.010617236566265545
0.004,0.010589149036381675
0.005,0.010561061506497802
0.006,0.010532973976613937
0.007,0.01050488644673007
0.008,0.010476798916846199
0.009000000000000001,0.010448711386962328
0.01,0.010420623857078459
0.011,0.01039253632719459
0.012,0.010364448797310728
0.013000000000000001,0.010336361267426857
0.014,0.010308273737542992
0.015,0.010280186207659121
0.016,0.010252098677775252
0.017,0.010224011147891381
0.018000000000000002,0.01019592361800751
0.019,0.010167836088123643
0.02,0.010139748558239771
0.021,0.010111661028355907
0.022,0.010083573498472042
0.023,0.010055485968588176
0.024,0.010027398438704304
0.025,0.009999310908820436
0.026000000000000002,0.009971223378936566
0.027,0.009943135849052697
0.028,0.00991504831916883
0.029,0.009886960789284964
0.03,0.009858873259401088
0.031,0.00983078572951722
0.032,0.009802698199633357
0.033,0.009774610669749483
0.034,0.009746523139865617
0.035,0.009718435609981748
0.036000000000000004,0.009690348080097881
0.037,0.009662260550214012
0.038,0.009634173020330143
0.039,0.009606085490446272
0.04,0.00957799796056241
0.041,0.009549910430678534
0.042,0.009521822900794667
0.043000000000000003,0.009493735370910805
0.044,0.009465647841026931
0.045,0.009437560311143064
0.046,0.009409472781259198
0.047,0.009381385251375326
0.048,0.009353297721491459
0.049,0.009325210191607584
0.05,0.009297122661723722
0.051000000000000004,0.009269035131839846
0.052000000000000005,0.009240947601955983
0.053,0.009212860072072114
0.054,0.009184772542188246
0.055,0.009156685012304377
0.056,0.009128597482420503
0.057,0.009100509952536634
0.058,0.009072422422652765
0.059000000000000004,0.009044334892768903
0.06,0.009016247362885038
0.061,0.008988159833001169
0.062,0.008960072303117295
0.063,0.00893198477323343
0.064,0.008903897243349558
0.065,0.008875809713465695
0.066,0.008847722183581824
0.067,0.008819634653697957
0.068,0.008791547123814088
0.069,0.008763459593930215
0.07,0.008735372064046346
0.07100000000000001,0.00870728453416248
0.07200000000000001,0.00867919700427861
0.073,0.008651109474394745
0.074,0.008623021944510876
0.075,0.00859493441462701
0.076,0.00856684688474314
0.077,0.008538759354859269
0.078,0.0085106718249754
0.079,0.008482584295091532
0.08,0.008454496765207662
0.081,0.008426409235323798
0.082,0.008398321705439927
0.083,0.008370234175556058
0.084,0.008342146645672188
0.085,0.008314059115788317
0.08600000000000001,0.008285971585904451
0.08700000000000001,0.008257884056020584
0.088,0.008229796526136715
0.089,0.008201708996252846
0.09,0.008173621466368979
0.091,0.008145533936485115
0.092,0.008117446406601244
0.093,0.008089358876717377
0.094,0.008061271346833505
0.095,0.008033183816949637
0.096,0.008005096287065765
0.097,0.0079770087571819
0.098,0.007948921227298029
0.099,0.007920833697414163
0.1,0.00789274616753029
0.101,0.007864658637646425
0.10200000000000001,0.007836571107762553
0.10300000000000001,0.007808483577878686
0.10400000000000001,0.007780396047994816
0.105,0.007752308518110951
0.106,0.007724220988227082
0.107,0.007696133458343211
0.108,0.007668045928459345
0.109,0.0076399583985754735
0.11,0.007611870868691608
0.111,0.007583783338807737
0.112,0.007555695808923873
0.113,0.0075276082790400045
0.114,0.007499520749156132
0.115,0.007471433219272263
0.116,0.007443345689388395
0.117,0.007415258159504529
0.11800000000000001,0.007387170629620659
0.11900000000000001,0.007359083099736792
0.12,0.00733099556985292
0.121,0.00730290803996905
0.122,0.0072748205100851854
0.123,0.007246732980201317
0.124,0.007218645450317448
0.125,0.007190557920433577
0.126,0.007162470390549715
0.127,0.0071343828606658406
0.128,0.007106295330781973
0.129,0.007078207800898101
0.13,0.007050120271014231
0.131,0.007022032741130372
