,SEDOL,ticker,name,ESG
2436,B17MHG0,CESP6,Cia Energetica de Sao Paulo Preference Shares,Y
2437,BGHVXC0,DRLCO,Drilling Co. of 1972 A/S,N
2438,BGR9QP8,OSP,Osotspa PCL,Y
2439,BD9Y5C0,TGYM,Technogym SPA,Y
2440,B5VZ053,SFER,Salvatore Ferragamo SPA,Y
2441,B8VZXT9,CRST,Crest Nicholson Holdings plc,Y
2442,2282237,ENGH,Enghouse Systems Ltd.,N
2443,BF4QXG5,6669,Wiwynn Corp.,N
2444,6094030,BJC-F,Berli Jucker PCL,N
2445,4476210,IDR,Indra Sistemas SA,N
2446,BYQM3N1,VEA,Viva Energy Group Ltd.,Y
2447,B1Z4WD0,DAE,Daetwyler Holding AG,Y
2448,6468204,8088,Iwatani Corp.,Y
2449,6641599,8086,Nipro Corp.,Y
2450,6597346,5706,Mitsui Mining & Smelting Co. Ltd.,N
2451,BFXP664,MTC-F,Muangthai Capital PCL,Y
2452,B4XF9J1,MEG,MEG Energy Corp.,N
2453,B98CG57,IBULHSGFIN,Indiabulls Housing Finance Ltd.,Y
2454,BGN9715,6862,Haidilao International Holding Ltd.,Y
2455,B5NRRJ0,6818,China Everbright Bank Co. Ltd.,N
2456,B0P5XC2,84990,Helixmith Co. Ltd.,N
2457,5784462,SZU,Suedzucker AG,Y
2458,6641146,5393,Nichias Corp.,N
2459,6093231,30000,Cheil Worldwide Inc.,Y
2460,2290791,BTI,British American Tobacco plc,N
2461,5060076,---,SEB SA (loyalty line 1),N
2462,6576356,9744,Meitec Corp.,N
2463,6352493,2449,King Yuan Electronics Co. Ltd.,Y
2464,BJYKB72,3692,Hansoh Pharmaceutical Group Co. Ltd.,Y
2465,BDGN4L2,EDV,Endeavour Mining Corp.,Y
2466,6554727,1883,Maeda Road Construction Co. Ltd.,N
2467,5770900,ZOT,Zardoya Otis SA,Y
2468,B6RV676,4966,Parade Technologies Ltd.,Y
2469,6537085,5940,NH Investment & Securities Co. Ltd.,N
2470,6432801,6147,Chipbond Technology Corp.,Y
2471,6425362,7846,Pilot Corp.,N
2472,BF2S426,251270,Netmarble Corp.,N
2473,B5B1TJ8,TATNP,Tatneft PAO Preference Shares,N
2474,6476542,RRL,Regis Resources Ltd.,Y
2475,BD87BS8,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Y
2476,B296ZH4,3808,Sinotruk Hong Kong Ltd.,Y
2477,B3KTPS0,SPB,Superior Plus Corp.,Y
2478,6329947,7947,FP Corp.,Y
2479,B28XLF6,HYQ,Hypoport AG,Y
2480,6489465,2222,Kotobuki Spirits Co. Ltd.,N
2481,B01LXY6,1450,Hyundai Marine & Fire Insurance Co. Ltd.,Y
2482,6683591,8377,Hokuhoku Financial Group Inc.,N
2483,6821807,SOL,Washington H Soul Pattinson & Co. Ltd.,N
2484,B1XCHJ7,VEI,Veidekke ASA,Y
2485,4792132,SK,SEB SA,Y
2486,6425395,2600,Aluminum Corp. of China Ltd.,N
2487,B4KC973,PFDAVVNDA,Banco Davivienda SA Preference Shares,Y
2488,B1L2RC2,1882,Haitian International Holdings Ltd.,Y
2489,B9DL3B4,LINX3,Linx SA,Y
2490,BDZRDG3,BFSA,Befesa SA,Y
2491,BN60CQ4,OR,Osisko Gold Royalties Ltd.,Y
2492,B0RTNX3,NLMK,Novolipetsk Steel PJSC,N
2493,B4YZN32,COA,Coats Group plc,Y
2494,BP3R2Q2,601668,China State Construction Engineering Corp. Ltd.,N
2495,6491095,KKP-F,Kiatnakin Bank PCL,Y
2496,2563017,ALSEA*,Alsea SAB de CV,Y
2497,BFD2NK8,NYF,Nyfosa AB,Y
2498,BTJR9M9,KLOV B,Klovern AB,N
2499,6001728,ADIB,Abu Dhabi Islamic Bank PJSC,Y
2500,7370063,MELE,Melexis NV,Y
2501,BZ1MVY0,RES,Resilient REIT Ltd.,Y
2502,BP3R2D9,600104,SAIC Motor Corp. Ltd.,N
2503,6484686,9107,Kawasaki Kisen Kaisha Ltd.,Y
2504,B2PLYM1,2175,SMS Co. Ltd.,N
2505,B0LGG75,MING,SpareBank 1 SMN,Y
2506,B0Z7M21,ARPT,Airport City Ltd.,N
2507,B2PNJP5,3258,Unizo Holdings Co. Ltd.,Y
2508,B233HS6,POWERGRID,Power Grid Corp. of India Ltd.,Y
2509,6352750,4849,en-japan Inc.,Y
2510,BYZ2JR8,RHIM,Rhi Magnesita NV,Y
2511,6148119,NMDC,NMDC Ltd.,Y
2512,6296201,APE,AP Eagers Ltd.,N
2513,6894241,7732,Topcon Corp.,Y
2514,BYV9SY3,BTOU,Manulife US REIT,Y
2515,BKRC5K3,PLP,Polypipe Group plc,Y
2516,6148045,QATI,Qatar Insurance Co. SAQ,N
2517,7132832,HUBN,Huber + Suhner AG,N
2518,BF0F5S2,SAWAD-F,Srisawad Corp. PCL,Y
2519,6309422,4819,Digital Garage Inc.,Y
2520,BD9GVY0,ZLAB,Zai Lab Ltd. ADR,Y
2521,5262849,MYCR,MYCRONIC AB,Y
2522,7169517,DLG,De' Longhi SPA,Y
2523,4798271,ECMPA,Eurocommercial Properties NV,N
2524,B011205,BEI.UN,Boardwalk REIT,Y
2525,BZ8GX83,WTC,WiseTech Global Ltd.,Y
2526,B14WZ47,2778,Champion REIT,N
2527,6900502,3101,Toyobo Co. Ltd.,Y
2528,6297743,HAPSENG,HAP Seng Consolidated Bhd.,Y
2529,5256206,AGL,Autogrill SPA,Y
2530,241854,ELM,Elementis plc,Y
2531,6049632,2815,Ariake Japan Co. Ltd.,Y
2532,B5T50H7,778,Fortune REIT,Y
2533,6642202,9072,Nikkon Holdings Co. Ltd.,N
2534,B4RLNR1,NOEJ,Norma Group SE,Y
2535,6127453,BWP,BWP Trust,N
2536,B01NFT1,ASHOKLEY,Ashok Leyland Ltd.,Y
2537,6459219,9934,Inaba Denki Sangyo Co. Ltd.,N
2538,6199753,35760,CJ ENM Co. Ltd.,N
2539,BJCVZG4,AWC-F,Asset World Corp. PCL,N
2540,BDGHT08,BTS-F,BTS Group Holdings PCL,Y
2541,B76D410,BKW,BKW AG,N
2542,BD2NKY1,TXG,Torex Gold Resources Inc.,Y
2543,BFZCSN4,VITR,Vitrolife AB,Y
2544,2641441,OSB,Norbord Inc.,Y
2545,B1FP6H5,MAB,Mitchells & Butlers plc,N
2546,6139696,COLPAL,Colgate-Palmolive India Ltd.,Y
2547,6535261,604,Shenzhen Investment Ltd.,Y
2548,6404242,HMSP,Hanjaya Mandala Sampoerna Tbk PT,N
2549,B2Q7WL3,RECLTD,REC Ltd.,Y
2550,4513612,KEMIRA,Kemira Oyj,Y
2551,6642923,3105,Nisshinbo Holdings Inc.,Y
2552,B8F8822,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Y
2553,176581,BRW,Brewin Dolphin Holdings plc,Y
2554,6651189,6472,NTN Corp.,Y
2555,4731027,CASS,Societa Cattolica di Assicurazioni SC,Y
2556,BFZYWR2,TME,Tencent Music Entertainment Group ADR,N
2557,B0WGPZ5,23530,Lotte Shopping Co. Ltd.,Y
2558,6317072,SBM,St. Barbara Ltd.,Y
2559,4143053,MBK,mBank SA,Y
2560,BW0DD81,1310,HKBN Ltd.,Y
2561,6496506,7984,Kokuyo Co. Ltd.,Y
2562,BG1Z6X0,RA,Regional SAB de CV,Y
2563,5131091,SBID,State Bank of India GDR,N
2564,B0H2K53,PFC,Petrofac Ltd.,Y
2565,6990763,576,Zhejiang Expressway Co. Ltd.,Y
2566,BYSW6D0,MNOD,MMC Norilsk Nickel PJSC ADR,N
2567,2448200,PE&OLES*,Industrias Penoles SAB de CV,Y
2568,B1HHFV6,1888,Kingboard Laminates Holdings Ltd.,Y
2569,B15CL93,CIE,CIE Automotive SA,N
2570,6407768,9830,Hanwha Chemical Corp.,Y
2571,6356611,4544,Miraca Holdings Inc.,Y
2572,B03P2F0,8424,Fuyo General Lease Co. Ltd.,Y
2573,B03MYK0,THYAO,Turk Hava Yollari AO,Y
2574,B0C1DM3,BHARATFORG,Bharat Forge Ltd.,N
2575,6316121,2383,Elite Material Co. Ltd.,Y
2576,B0JJVB5,RAJESHEXPO,Rajesh Exports Ltd.,Y
2577,BGSH2S6,CVCB3,CVC Brasil Operadora e Agencia de Viagens SA,N
2578,BSZLN15,8464,Nien Made Enterprise Co. Ltd.,Y
2579,B1C1NH5,2310,Sahara International Petrochemical Co.,Y
2580,6304115,STRS,Strauss Group Ltd.,Y
2581,B01TCC1,HBMN,HBM Healthcare Investments AG,Y
2582,BLD2CY7,BAP,Bapcor Ltd.,Y
2583,B02QLW4,8425,Mizuho Leasing Co. Ltd.,N
2584,6433127,9505,Hokuriku Electric Power Co.,N
2585,BTF8BT7,1958,BAIC Motor Corp. Ltd.,Y
2586,BD9Y9B7,BFIT,Basic-Fit NV,Y
2587,6554705,1824,Maeda Corp.,N
2588,B51WP26,5703,Nippon Light Metal Holdings Co. Ltd.,Y
2589,5996234,MOH,Motor Oil Hellas Corinth Refineries SA,N
2590,BVTVXV2,JASIF-F,Jasmine Broadband Internet Infrastructure Fund,Y
2591,6571492,6213,ITEQ Corp.,Y
2592,BBT3PS9,PLUS,Plus500 Ltd.,Y
2593,6335331,NUF,Nufarm Ltd./Australia,Y
2594,6356826,6406,Fujitec Co. Ltd.,N
2595,6364283,6755,Fujitsu General Ltd.,Y
2596,B6R3JL7,SUM,Summerset Group Holdings Ltd.,Y
2597,BP3R2K6,601601,China Pacific Insurance Group Co. Ltd.,N
2598,2200154,CPLE6,Cia Paranaense de Energia Preference Shares,Y
2599,6682394,PPT,Perpetual Ltd.,Y
2600,6804240,8366,Shiga Bank Ltd.,Y
2601,B2RLCR0,8210,Bupa Arabia for Cooperative Insurance Co.,N
2602,6109439,1722,Taiwan Fertilizer Co. Ltd.,Y
2603,B292SM8,MEGACPO,Megacable Holdings SAB de CV,N
2604,B1577G7,POST,Oesterreichische Post AG,Y
2605,6510989,12510,Douzone Bizon Co. Ltd.,Y
2606,BHZJ5Y9,ELD,Eldorado Gold Corp.,Y
2607,BMJJVS6,D.UN,Dream Office REIT,N
2608,375377,GOG,Go-Ahead Group plc,Y
2609,5206621,INRN,Interroll Holding AG,Y
2610,BF03BV1,ALD,ALD SA,Y
2611,6890603,IRPC-F,IRPC PCL (Foreign),Y
2612,B281L72,FAGR,Fagron,N
2613,BJXMLF7,AZA,Avanza Bank Holding AB,Y
2614,6471439,8595,Jafco Co. Ltd.,N
2615,6102331,GNC,GrainCorp Ltd. Class A,Y
2616,6470685,5631,Japan Steel Works Ltd.,N
2617,BYZQ099,6060,ZhongAn Online P&C Insurance Co. Ltd.,Y
2618,6124142,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Y
2619,BCDBKF8,2128,China Lesso Group Holdings Ltd.,Y
2620,BFMHVQ6,DWS,DWS Group GmbH & Co. KGaA,N
2621,B0LCW75,SGM,Sims Metal Management Ltd.,Y
2622,5552551,OPL,Orange Polska SA,Y
2623,BP3R5D0,600547,Shandong Gold Mining Co. Ltd.,N
2624,BKY40Q3,---,Galliford Try Holdings plc,Y
2625,B3Y2J50,GFRD,Galliford Try plc,Y
2626,B4P8HQ1,2282,MGM China Holdings Ltd.,N
2627,BD57ZM3,7189,Nishi-Nippon Financial Holdings Inc.,N
2628,6858504,4203,Sumitomo Bakelite Co. Ltd.,Y
2629,B82CQN4,LCAM3,Cia de Locacao das Americas,Y
2630,6496755,880,Hanwha Corp.,N
2631,BYPCLL6,ADANITRANS,Adani Transmission Ltd.,Y
2632,2002587,ATA,ATS Automation Tooling Systems Inc.,N
2633,6219888,32500,KMW Co. Ltd.,N
2634,6429234,9086,Hitachi Transport System Ltd.,Y
2635,B3R1D52,CTD,Corporate Travel Management Ltd.,Y
2636,BF8GMG4,NEOE3,Neoenergia SA,N
2637,6356848,2607,Fuji Oil Holdings Inc.,Y
2638,BF0GLF4,YESBANK,Yes Bank Ltd.,Y
2639,6804165,8341,77 Bank Ltd.,Y
2640,B1683V6,UBL,United Breweries Ltd.,N
2641,B5B1RP0,MAGN,Magnitogorsk Iron & Steel Works PJSC,N
2642,BNQ4GF3,2186,Luye Pharma Group Ltd.,Y
2643,B0XZXV3,AX.UN,Artis REIT,N
2644,4512330,LNZ,Lenzing AG,Y
2645,6041122,ARI,African Rainbow Minerals Ltd.,N
2646,B4Q1Y57,3618,Chongqing Rural Commercial Bank Co. Ltd.,N
2647,B12LZQ8,1020,Bank Al-Jazira,N
2648,BYQN3W3,BGRIM-F,B Grimm Power PCL,Y
2649,6640068,8174,Nippon Gas Co. Ltd.,N
2650,B02JV67,2412,Benefit One Inc.,N
2651,B0774N4,BRKM5,Braskem SA Preference Shares,Y
2652,B1Z7L21,OGC,OceanaGold Corp.,Y
2653,B1GVJ73,4665,Duskin Co. Ltd.,Y
2654,BVRZ8S8,SNN,Sanne Group plc,Y
2655,B87Y2V5,TERRA13,PLA Administradora Industrial S de RL de CV,Y
2656,B51QBN1,1628,Yuzhou Properties Co. Ltd.,Y
2657,B29MKF5,220,Uni-President China Holdings Ltd.,Y
2658,6640983,1820,Nishimatsu Construction Co. Ltd.,Y
2659,6741251,BIOCON,Biocon Ltd.,Y
2660,B3WS5W9,VOC,Vocus Group Ltd.,Y
2661,6906704,6371,Tsubakimoto Chain Co.,Y
2662,B188NJ2,IPS,IPSOS,Y
2663,6639602,9759,NSD Co. Ltd.,N
2664,B62QPJ1,PHOR,PhosAgro PJSC GDR,N
2665,879471,TEP,Telecom Plus plc,Y
2666,BYP9J68,2005,SSY Group Ltd.,N
2667,B7K6D18,BC,Brunello Cucinelli SPA,Y
2668,4665933,SANT,S&T AG,Y
2669,5337093,ERG,ERG SPA,Y
2670,6641083,3110,Nitto Boseki Co. Ltd.,Y
2671,B06JSP1,SYDB,Sydbank A/S,Y
2672,BJVHGR1,ALSO3,Aliansce Sonae Shopping Centers sa,Y
2673,B0B9GS5,NOS,NOS SGPS SA,Y
2674,B24CVP7,3377,Sino-Ocean Group Holding Ltd.,Y
2675,6776349,8136,Sanrio Co. Ltd.,Y
2676,6499969,1959,Kyudenko Corp.,Y
2677,6499323,11780,Kumho Petrochemical Co. Ltd.,Y
2678,BYSX0F3,BBAJIOO,Banco del Bajio SA,N
2679,6870520,1969,Takasago Thermal Engineering Co. Ltd.,Y
2680,6015815,WEB,Webjet Ltd.,Y
2681,B3SF9N3,3167,TOKAI Holdings Corp.,Y
2682,6657682,6703,Oki Electric Industry Co. Ltd.,Y
2683,6971779,570,China Traditional Chinese Medicine Holdings Co. Ltd.,Y
2684,B96HCH8,6409,Voltronic Power Technology Corp.,Y
2685,BQSSWW3,SSO,Scatec Solar ASA,Y
2686,5993901,MMT,Metropole Television SA,Y
2687,6174619,7616,Colowide Co. Ltd.,Y
2688,B1QH8P2,FRAS,Frasers Group plc,N
2689,2730800,SHG,Shinhan Financial Group Co. Ltd.,N
2690,150080,TLW,Tullow Oil plc,N
2691,5734672,DRI,1&1 Drillisch AG,Y
2692,B0W1X34,LIGT3,Light SA,Y
2693,6357120,9075,Fukuyama Transporting Co. Ltd.,N
2694,6013693,1055,China Southern Airlines Co. Ltd.,N
2695,B1YWHR4,MRFG3,Marfrig Global Foods SA,Y
2696,4082628,BEFB,Befimmo SA,N
2697,B544N70,1157,Zoomlion Heavy Industry Science and Technology Co. Ltd.,Y
2698,2311238,AGUAS-A,Aguas Andinas SA,Y
2699,BFYGQ44,7327,Daishi Hokuetsu Financial Group Inc.,N
2700,4152651,BURE,Bure Equity AB,Y
2701,6140052,GSKCONS,GlaxoSmithKline Consumer Healthcare Ltd.,Y
2702,BBH7K66,BPOST,bpost SA,Y
2703,6496766,3490,Korean Air Lines Co. Ltd.,Y
2704,5499238,PFV,Pfeiffer Vacuum Technology AG,Y
2705,6895556,8129,Toho Holdings Co. Ltd.,Y
2706,6284864,GLO,Globe Telecom Inc.,Y
2707,5545670,3-Jun,Jungheinrich AG Preference Shares,Y
2708,BFX06D6,7321,Kansai Mirai Financial Group Inc.,N
2709,B13G6L4,9420,Hanall Biopharma Co. Ltd.,Y
2710,2945927,SBS,Cia de Saneamento Basico do Estado de Sao Paulo,N
2711,6771032,69,Shangri-La Asia Ltd.,N
2712,6804455,8184,Shimachu Co. Ltd.,Y
2713,B09CBL4,RDSA,Royal Dutch Shell plc,N
2714,6046923,7867,Tomy Co. Ltd.,Y
2715,6467591,4552,JCR Pharmaceuticals Co. Ltd.,Y
2716,BHWQZW1,GENTERA*,Gentera SAB de CV,Y
2717,B27WY88,DTEX3,Duratex SA,Y
2718,B2NC4X7,4300,Dar Al Arkan Real Estate Development Co.,N
2719,4422332,UQA,UNIQA Insurance Group AG,Y
2720,6748423,9945,Ruentex Development Co. Ltd.,Y
2721,6044132,4681,Resorttrust Inc.,Y
2722,729101,SMP,St. Modwen Properties plc,Y
2723,7058262,SGKN,St. Galler Kantonalbank AG,Y
2724,6330080,7966,Lintec Corp.,Y
2725,5071432,METSB,Metsa Board Oyj,Y
2726,B11Y568,WCH,Wacker Chemie AG,Y
2727,BDRYVB3,1833,Ping An Healthcare and Technology Co. Ltd.,N
2728,BD3HFC5,NFI,NFI Group Inc.,Y
2729,5898664,MYTIL,Mytilineos SA,N
2730,B231MK7,DTAC-F,Total Access Communication PCL (Foreign),Y
2731,6419581,6412,Heiwa Corp.,N
2732,5984024,SWTQ,Schweiter Technologies AG,Y
2733,B3D6J19,EC,Ecopetrol SA,N
2734,6356707,5803,Fujikura Ltd.,Y
2735,7390801,SPI,S IMMO AG,N
2736,6489603,9616,Kyoritsu Maintenance Co. Ltd.,N
2737,BKF1H51,8TRA,Traton SE,N
2738,6346935,51905,LG Household & Health Care Ltd. Preference Shares,Y
2739,5208241,KOG,Kongsberg Gruppen ASA,N
2740,6348588,1434,Formosa Taffeta Co. Ltd.,Y
2741,BD5CN80,2475,Luxshare Precision Industry Co. Ltd.,N
2742,6640789,1881,Nippo Corp.,Y
2743,6211732,42660,Daewoo Shipbuilding & Marine Engineering Co. Ltd.,N
2744,6470544,6951,Jeol Ltd.,Y
2745,5730409,ALB,Corp Financiera Alba SA,Y
2746,7018556,NVG,Navigator Co. SA,Y
2747,BFWK4M2,3319,A-Living Services Co. Ltd.,Y
2748,B17FSC2,ROSN,Rosneft Oil Co. PJSC GDR,N
2749,7399369,VIRP,Virbac SA,Y
2750,6480929,7476,As One Corp.,N
2751,B233HR5,RENE,REN - Redes Energeticas Nacionais SGPS SA,Y
2752,B89Z692,CEMARGOS,CEMENTOS ARGOS SA,N
2753,6411758,4321,Kenedix Inc.,N
2754,6873109,2027,TA Chen Stainless Pipe,Y
2755,6121176,LYC,Lynas Corp. Ltd.,Y
2756,6225595,CQR,Charter Hall Retail REIT,N
2757,6797458,338,Sinopec Shanghai Petrochemical Co. Ltd.,N
2758,BZ8TP86,240810,WONIK IPS Co. Ltd.,Y
2759,602729,MGAM,Morgan Advanced Materials plc,N
2760,6006886,ABC,Adelaide Brighton Ltd.,Y
2761,BCZLSL8,RNW,TransAlta Renewables Inc.,N
2762,6497907,4023,Kureha Corp.,Y
2763,BP3R336,600048,Poly Developments and Holdings Group Co. Ltd.,N
2764,6263164,9793,Daiseki Co. Ltd.,Y
2765,6740140,6278,Taiwan Surface Mounting Technology Corp.,Y
2766,6186023,2618,Eva Airways Corp.,Y
2767,6170167,9449,GMO internet Inc.,Y
2768,6429159,8586,Hitachi Capital Corp.,Y
2769,B1H6R62,ODPV3,Odontoprev SA,Y
2770,6707899,2357,AviChina Industry & Technology Co. Ltd.,Y
2771,6621427,2101,Nan Kang Rubber Tire Co. Ltd.,Y
2772,B1TJ338,ATRLJ B,Atrium Ljungberg AB,N
2773,B56DTZ5,SMC,San Miguel Corp.,N
2774,6716538,6274,Taiwan Union Technology Corp.,Y
2775,BP3R2C8,600016,China Minsheng Banking Corp. Ltd.,N
2776,BFZYRL1,HLS,Healius Ltd.,Y
2777,6483467,8020,Kanematsu Corp.,Y
2778,2309255,COLBUN,Colbun SA,Y
2779,B1NXMK6,IGTA3,Iguatemi Empresa de Shopping Centers SA,Y
2780,6164472,E5H,Golden Agri-Resources Ltd.,Y
2781,6251426,3107,Daiwabo Holdings Co. Ltd.,N
2782,6683416,6269,FLEXium Interconnect Inc.,Y
2783,BYMW733,3396,Legend Holdings Corp.,N
2784,BYXWQK2,0RA8,Elis SA,N
2785,6888783,KBANK,Kasikornbank PCL,N
2786,BF0K963,PLY,PLAY Communications SA,N
2787,B1H5082,1818,Zhaojin Mining Industry Co. Ltd.,Y
2788,6490917,2380,KCC Corp.,Y
2789,B8B6WX9,BRG,BORREGAARD ASA,Y
2790,7117884,BION,BB Biotech AG,Y
2791,6568610,69960,Hyundai Department Store Co. Ltd.,Y
2792,B23F8S9,BRSR6,Banco do Estado do Rio Grande do Sul SA Preference Shares,Y
2793,6537881,2317,Systena Corp.,Y
2794,BYZGBB8,NVU.UN,Northview Apartment REIT,Y
2795,B12TR11,ATEA,Atea ASA,Y
2796,B992PT3,PIIND,PI Industries Ltd.,Y
2797,BD45SH4,IHP,IntegraFin Holdings plc,Y
2798,BNFWV75,COFA,Coface SA,Y
2799,BGHQ198,HBRN,Hibernia REIT plc,N
2800,BDFM1K8,WPRTS,Westports Holdings Bhd.,Y
2801,BVF87C6,BANKBARODA,Bank of Baroda,Y
2802,BF0QD69,8919,Katitas Co. Ltd.,N
2803,2972851,WPK,Winpak Ltd.,Y
2804,6586117,4919,Milbon Co. Ltd.,Y
2805,6497565,1861,Kumagai Gumi Co. Ltd.,N
2806,B1TLR65,606,China Agri-Industries Holdings Ltd.,Y
2807,B1P6WF8,2330,Advanced Petrochemical Co.,N
2808,6774655,8130,Sangetsu Corp.,Y
2809,BDTYKJ2,FB,San Miguel Food and Beverage Inc.,Y
2810,BCZVPY0,ZEL,Z Energy Ltd.,Y
2811,BC9S4J5,354,Chinasoft International Ltd.,Y
2812,6693772,2314,Lee & Man Paper Manufacturing Ltd.,Y
2813,B2QZG93,PFG,Pioneer Foods Group Ltd.,Y
2814,5249080,GIMB,Gimv NV,Y
2815,BJMZDW8,DHG,Dalata Hotel Group plc,Y
2816,BP3R2V7,600887,Inner Mongolia Yili Industrial Group Co. Ltd.,N
2817,B8CLHY9,PSG,Prosegur Cia de Seguridad SA,Y
2818,BTLK2B6,VKE,Vukile Property Fund Ltd.,N
2819,6985899,8279,Yaoko Co. Ltd.,Y
2820,B1YY662,ALM,Almirall SA,Y
2821,BDCFSQ5,6099,China Merchants Securities Co. Ltd.,Y
2822,6868398,TM,Telekom Malaysia Bhd.,Y
2823,5117381,GBF,Bilfinger SE,N
2824,B3L2NF1,86900,Medy-Tox Inc.,N
2825,6772671,12450,Hanwha Aerospace Co. Ltd.,N
2826,6715267,IVC,InvoCare Ltd.,Y
2827,6744722,RLC,Robinsons Land Corp.,N
2828,5041413,CEC,CECONOMY AG,Y
2829,B1NYV46,RIT1,Reit 1 Ltd.,Y
2830,5523881,KRN,Krones AG,Y
2831,6769811,1377,Sakata Seed Corp.,N
2832,6354154,2448,Epistar Corp.,Y
2833,B0BKSS2,VIG,Vienna Insurance Group AG Wiener Versicherung Gruppe,N
2834,4635088,TKA,TELEKOM AUSTRIA AG,Y
2835,B0YBZJ2,CSMG3,Cia de Saneamento de Minas Gerais-COPASA,Y
2836,6699781,PMV,Premier Investments Ltd.,Y
2837,B39Q399,98460,Koh Young Technology Inc.,Y
2838,B0XPSB8,TORNTPHARM,Torrent Pharmaceuticals Ltd.,Y
2839,B58ZLT7,RTKM,ROSTELECOM PJSC,N
2840,6575159,2809,King's Town Bank Co. Ltd.,Y
2841,6093275,PCT,Precinct Properties New Zealand Ltd.,Y
2842,6598004,4534,Mochida Pharmaceutical Co. Ltd.,N
2843,B09CF34,82270,GemVax & Kael Co. Ltd.,Y
2844,B58HDC0,HYDR,RusHydro PJSC,Y
2845,B2Q4CF8,3098,cocokara fine Inc.,Y
2846,B80VKP3,5274,ASPEED Technology Inc.,Y
2847,6026691,200596,Anhui Gujing Distillery Co. Ltd. Class B,N
2848,6172453,8060,Canon Marketing Japan Inc.,Y
2849,BP3R2P1,601818,China Everbright Bank Co. Ltd.,N
2850,B03XKH2,2427,Outsourcing Inc.,N
2851,B3PG229,973,L'Occitane International SA,Y
2852,B43G057,PMO,Premier Oil plc,N
2853,6758422,2915,Ruentex Industries Ltd.,Y
2854,6565310,MLSR,Melisron Ltd.,N
2855,6436126,YTL,YTL Corp. Bhd.,Y
2856,B4YCDF5,TALK,TalkTalk Telecom Group plc,Y
2857,BYNXBZ5,ADJ,ADO Properties SA,Y
2858,6541826,5904,Poya International Co. Ltd.,Y
2859,B58YWF7,1999,Man Wah Holdings Ltd.,Y
2860,BCRX1J1,JUST,JUST GROUP PLC,Y
2861,6544687,2327,NS Solutions Corp.,N
2862,6869722,6395,Tadano Ltd.,N
2863,6853554,1227,Standard Foods Corp.,Y
2864,B1JQDM8,MARS,Marston's plc,N
2865,B1S7225,PFC,Power Finance Corp. Ltd.,Y
2866,B010V16,HGTX3,Cia Hering,Y
2867,B132Y63,2250,Saudi Industrial Investment Group,N
2868,4354338,FPE,FUCHS PETROLUB SE,Y
2869,6273420,DHBK,DOHA BANK QPSC,Y
2870,2248808,RUS,Russel Metals Inc.,N
2871,B11BQV1,YIT,YIT Oyj,Y
2872,6869971,2812,Taichung Commercial Bank Co. Ltd.,Y
2873,2440972,TRPL4,Cia de Transmissao de Energia Eletrica Paulista Preference Shares,Y
2874,BYY2WB4,ALKEM,Alkem Laboratories Ltd.,Y
2875,B03K783,RIB,RIB Software SE,Y
2876,5827431,BEKB,Bekaert SA,Y
2877,6189516,1040,CJ Corp.,N
2878,BJVLV90,SECT B,Sectra AB Class B,Y
2879,B03DN17,ITUB3,Itau Unibanco Holding SA,N
2880,252050,HYVE,Hyve Group plc,Y
2881,BD5CJX7,2714,Muyuan Foodstuff Co. Ltd.,N
2882,6848743,548,Shenzhen Expressway Co. Ltd.,Y
2883,B1WF979,NAN,Nanosonics Ltd.,Y
2884,5690859,SCHO,Schouw & Co. A/S,Y
2885,B132HD1,3030,Saudi Cement Co.,N
2886,B4R39F7,1929,Chow Tai Fook Jewellery Group Ltd.,Y
