Date,Adj Close
2019/2/19,102.118217
2019/2/20,104.665779
2019/2/21,103.156837
2019/2/22,103.774139
2019/2/25,105.723999
2019/2/26,105.018524
2019/2/27,103.793724
2019/2/28,105.339943
2019/3/1,106.797531
2019/3/4,107.014198
2019/3/5,106.590714
2019/3/6,105.172516
2019/3/7,104.07933
2019/3/8,103.813431
2019/3/11,106.049042
2019/3/12,106.275558
2019/3/13,106.442978
2019/3/14,106.610405
2019/3/15,107.733139
2019/3/18,107.496773
2019/3/19,108.284653
2019/3/20,106.964958
2019/3/21,108.511169
2019/3/22,105.773285
2019/3/25,103.655846
2019/3/26,105.477821
2019/3/27,103.370232
2019/3/28,102.493713
2019/3/29,103.675537
2019/4/1,106.639954
2019/4/2,106.472534
2019/4/3,108.176315
2019/4/4,108.865723
2019/4/5,109.77179
2019/4/8,110.047539
2019/4/9,108.816475
2019/4/10,110.372543
2019/4/11,110.126335
2019/4/12,112.480133
2019/4/15,111.22937
2019/4/16,112.86422
2019/4/17,112.667252
2019/4/18,113.051353
2019/4/22,111.889221
2019/4/23,112.381645
2019/4/24,115.513481
2019/4/25,113.277863
2019/4/26,112.70665
2019/4/29,112.155128
2019/4/30,114.479385
2019/5/1,112.962715
2019/5/2,115.188477
2019/5/3,115.178627
2019/5/6,113.189224
2019/5/7,111.95816
2019/5/8,108.875572
2019/5/9,108.875572
2019/5/10,108.924812
2019/5/13,102.651299
2019/5/14,105.133125
2019/5/15,106.255859
2019/5/16,103.114174
2019/5/17,99.302795
2019/5/20,96.023232
2019/5/21,98.367188
2019/5/22,99.903557
2019/5/23,97.234604
2019/5/24,96.929298
2019/5/28,95.639145
2019/5/29,96.623985
2019/5/30,97.109238
2019/5/31,95.683205
2019/6/3,95.138535
2019/6/4,99.991028
2019/6/5,98.901688
2019/6/6,99.000725
2019/6/7,99.713737
2019/6/10,105.51693
2019/6/11,104.150299
2019/6/12,103.358063
2019/6/13,104.754387
2019/6/14,103.011444
2019/6/17,104.080978
2019/6/18,108.874062
2019/6/19,109.963387
2019/6/20,111.468651
2019/6/21,112.567886
2019/6/24,111.805351
2019/6/25,109.210754
2019/6/26,109.795036
2019/6/27,111.745934
2019/6/28,111.77565
2019/7/1,113.884987
2019/7/2,112.409447
2019/7/3,112.072731
2019/7/5,111.765739
2019/7/8,110.745728
2019/7/9,112.191574
2019/7/10,112.904594
2019/7/11,112.81546
2019/7/12,115.073357
2019/7/15,115.885406
2019/7/16,114.34053
2019/7/17,112.835274
2019/7/18,114.885208
2019/7/19,114.657425
2019/7/22,116.568718
2019/7/23,118.757286
2019/7/24,123.431526
2019/7/25,120.995377
2019/7/26,120.619064
2019/7/29,120.034782
2019/7/30,119.787201
2019/7/31,116.321144
2019/8/1,113.350227
2019/8/2,111.587486
2019/8/5,106.586449
2019/8/6,108.220451
2019/8/7,108.755219
2019/8/8,111.240883
2019/8/9,109.587074
2019/8/12,107.903557
2019/8/13,111.924187
2019/8/14,109.240463
2019/8/15,107.398499
2019/8/16,109.448433
2019/8/19,110.092125
2019/8/20,109.220657
2019/8/21,107.53714
2019/8/22,107.576752
2019/8/23,103.159996
2019/8/26,105.001961
2019/8/27,106.012077
2019/8/28,106.982574
2019/8/29,108.505348
2019/8/30,109.311531
2019/9/3,105.877808
2019/9/4,108.674553
2019/9/5,112.486465
2019/9/6,112.138115
2019/9/9,112.337181
2019/9/10,113.44194
2019/9/11,114.496933
2019/9/12,115.661407
2019/9/13,115.96994
2019/9/16,114.715897
2019/9/17,114.735802
2019/9/18,116.009758
2019/9/19,115.332962
2019/9/20,114.785568
2019/9/23,113.750473
2019/9/24,110.436195
2019/9/25,112.148071
2019/9/26,112.605904
2019/9/27,110.515816
2019/9/30,111.20256
2019/10/1,109.261765
2019/10/2,108.455589
2019/10/3,110.346619
2019/10/4,112.496422
2019/10/7,110.316757
2019/10/8,105.62899
2019/10/9,107.559837
2019/10/10,107.928093
2019/10/11,110.694969
2019/10/14,109.819115
2019/10/15,112.755196
2019/10/16,110.067932
2019/10/17,109.480728
2019/10/18,108.963181
2019/10/21,110.585487
2019/10/22,110.356567
2019/10/23,105.07164
2019/10/24,104.822815
2019/10/25,106.325691
2019/10/28,108.316246
2019/10/29,107.539932
2019/10/30,107.738983
2019/10/31,106.126633
2019/11/1,108.853699
2019/11/4,110.864159
2019/11/5,112.914436
2019/11/6,111.501137
2019/11/7,111.759918
2019/11/8,112.486465
2019/11/11,112.018692
2019/11/12,112.725334
2019/11/13,113.631035
2019/11/14,112.785049
2019/11/15,112.864677
2019/11/18,111.441429
2019/11/19,111.182648
2019/11/20,108.067429
2019/11/21,108.266479
2019/11/22,110.127655
2019/11/25,112.396896
2019/11/26,114.347641
2019/11/27,113.163254
2019/11/29,112.416794
2019/12/2,110.734779
2019/12/3,109.729546
2019/12/4,113.849998
2019/12/5,113.43
2019/12/6,115.889999
2019/12/9,114.620003
2019/12/10,114.410004
2019/12/11,115.849998
2019/12/12,117.809998
2019/12/13,118.769997
2019/12/16,118.860001
2019/12/17,118.82
2019/12/18,117
2019/12/19,118.699997
2019/12/20,119.82
2019/12/23,119.169998
2019/12/24,119.720001
2019/12/26,119.730003
2019/12/27,119.449997
2019/12/30,118.860001
2019/12/31,118.839996
2020/1/2,120.43
2020/1/3,118.309998
2020/1/6,116.919998
2020/1/7,119.580002
2020/1/8,120.660004
2020/1/9,120.660004
2020/1/10,118.57
2020/1/13,119.059998
2020/1/14,119.529999
2020/1/15,117.510002
2020/1/16,119.129997
2020/1/17,119.470001
2020/1/21,119.309998
2020/1/22,120.419998
2020/1/23,120.860001
2020/1/24,117.57
2020/1/27,112.209999
2020/1/28,114.309998
2020/1/29,113.230003
2020/1/30,112.370003
2020/1/31,109.75
2020/2/3,110
2020/2/4,112.459999
2020/2/5,116.68
2020/2/6,115.790001
2020/2/7,112.269997
2020/2/10,112.900002
2020/2/11,116.879997
2020/2/12,118.809998
2020/2/13,118.879997
2020/2/14,117.650002
2020/2/18,118.57
