Date,Adj Close
2019/2/19,72.581161
2019/2/20,73.383652
2019/2/21,73.631332
2019/2/22,74.106888
2019/2/25,74.562622
2019/2/26,74.671608
2019/2/27,75.592995
2019/2/28,74.849937
2019/3/1,75.662346
2019/3/4,75.543449
2019/3/5,75.484009
2019/3/6,75.147156
2019/3/7,74.62207
2019/3/8,74.384293
2019/3/11,76.177521
2019/3/12,75.97937
2019/3/13,76.593628
2019/3/14,75.791138
2019/3/15,76.028908
2019/3/18,77.604179
2019/3/19,77.703255
2019/3/20,77.455566
2019/3/21,78.515648
2019/3/22,76.345947
2019/3/25,76.147797
2019/3/26,77.376305
2019/3/27,77.257423
2019/3/28,78.337318
2019/3/29,78.307594
2019/4/1,79.813507
2019/4/2,79.298332
2019/4/3,78.951584
2019/4/4,79.258705
2019/4/5,79.595551
2019/4/8,80.576378
2019/4/9,78.832687
2019/4/10,78.634537
2019/4/11,80.15036
2019/4/12,81.606743
2019/4/15,81.111374
2019/4/16,81.676094
2019/4/17,82.003029
2019/4/18,82.161552
2019/4/22,82.716362
2019/4/23,82.300255
2019/4/24,82.300255
2019/4/25,81.418503
2019/4/26,82.33989
2019/4/29,83.043304
2019/4/30,82.627197
2019/5/1,82.518211
2019/5/2,78.802963
2019/5/3,81.527489
2019/5/6,79.337959
2019/5/7,78.436394
2019/5/8,78.396759
2019/5/9,78.347229
2019/5/10,77.455566
2019/5/13,76.088364
2019/5/14,74.81031
2019/5/15,75.741592
2019/5/16,75.553352
2019/5/17,74.522995
2019/5/20,73.809662
2019/5/21,75.067902
2019/5/22,74.731049
2019/5/23,73.383652
2019/5/24,73.244949
2019/5/28,73.552078
2019/5/29,73.522255
2019/5/30,73.68129
2019/5/31,73.770744
2019/6/3,75.261665
2019/6/4,76.931503
2019/6/5,78.402534
2019/6/6,78.670906
2019/6/7,79.078423
2019/6/10,79.893456
2019/6/11,79.515762
2019/6/12,79.724487
2019/6/13,80.599159
2019/6/14,80.589226
2019/6/17,80.05249
2019/6/18,80.698563
2019/6/19,81.036499
2019/6/20,82.795784
2019/6/21,81.265106
2019/6/24,81.603043
2019/6/25,81.066315
2019/6/26,80.827774
2019/6/27,81.364502
2019/6/28,83.133728
2019/7/1,83.899071
2019/7/2,82.666573
2019/7/3,82.8256
2019/7/5,82.33857
2019/7/8,81.205467
2019/7/9,80.489838
2019/7/10,79.903397
2019/7/11,80.658806
2019/7/12,82.000626
2019/7/15,81.414207
2019/7/16,82.119904
2019/7/17,80.807892
2019/7/18,79.972977
2019/7/19,80.380493
2019/7/22,79.843765
2019/7/23,81.284988
2019/7/24,81.841599
2019/7/25,81.175644
2019/7/26,80.986809
2019/7/29,80.400375
2019/7/30,80.628983
2019/7/31,79.804008
2019/8/1,78.332962
2019/8/2,77.060715
2019/8/5,74.148438
2019/8/6,75.361061
2019/8/7,75.559845
2019/8/8,76.742645
2019/8/9,76.355003
2019/8/12,75.301422
2019/8/13,76.573677
2019/8/14,74.42675
2019/8/15,74.695122
2019/8/16,76.106522
2019/8/19,76.434525
2019/8/20,75.579735
2019/8/21,75.510155
2019/8/22,75.112579
2019/8/23,73.293655
2019/8/26,73.61171
2019/8/27,73.830383
2019/8/28,74.777687
2019/8/29,76.173729
2019/8/30,76.393105
2019/9/3,74.42868
2019/9/4,75.096786
2019/9/5,77.529877
2019/9/6,78.168068
2019/9/9,77.280586
2019/9/10,78.128174
2019/9/11,79.065521
2019/9/12,77.848969
2019/9/13,78.447273
2019/9/16,77.838997
2019/9/17,78.108238
2019/9/18,78.168068
2019/9/19,77.729309
2019/9/20,77.260643
2019/9/23,77.320473
2019/9/24,76.642395
2019/9/25,78.337578
2019/9/26,79.105408
2019/9/27,79.903137
2019/9/30,79.394585
2019/10/1,76.61248
2019/10/2,74.398766
2019/10/3,74.907326
2019/10/4,75.754921
2019/10/7,75.356049
2019/10/8,73.222107
2019/10/9,74.358879
2019/10/10,75.216446
2019/10/11,77.410217
2019/10/14,76.791977
2019/10/15,77.79911
2019/10/16,77.958664
2019/10/17,78.586876
2019/10/18,79.554131
2019/10/21,80.780647
2019/10/22,81.039909
2019/10/23,81.368973
2019/10/24,81.747902
2019/10/25,83.064171
2019/10/28,83.792099
2019/10/29,84.529999
2019/10/30,84.059998
2019/10/31,76.690002
2019/11/1,79.120003
2019/11/4,78.650002
2019/11/5,79.669998
2019/11/6,78.199997
2019/11/7,77.32
2019/11/8,77.330002
2019/11/11,75.809998
2019/11/12,76.639999
2019/11/13,75.769997
2019/11/14,76.510002
2019/11/15,77.550003
2019/11/18,77.309998
2019/11/19,78
2019/11/20,77.470001
2019/11/21,77.43
2019/11/22,76.889999
2019/11/25,76.589996
2019/11/26,77.150002
2019/11/27,77.610001
2019/11/29,77.510002
