Date,Adj Close
2019/2/19,43.638306
2019/2/20,43.638306
2019/2/21,42.89658
2019/2/22,44.70335
2019/2/25,45.692326
2019/2/26,45.150288
2019/2/27,44.522675
2019/2/28,44.275433
2019/3/1,44.075737
2019/3/4,44.1423
2019/3/5,44.018681
2019/3/6,43.99015
2019/3/7,42.972656
2019/3/8,43.952122
2019/3/11,46.243866
2019/3/12,45.720852
2019/3/13,45.340481
2019/3/14,44.874519
2019/3/15,45.340481
2019/3/18,45.796928
2019/3/19,45.53677
2019/3/20,44.525055
2019/3/21,47.194054
2019/3/22,45.218803
2019/3/25,45.122452
2019/3/26,45.488594
2019/3/27,44.149277
2019/3/28,44.31308
2019/3/29,46.143799
2019/4/1,46.664108
2019/4/2,46.982079
2019/4/3,47.791447
2019/4/4,47.425304
2019/4/5,47.43494
2019/4/8,47.569836
2019/4/9,47.126606
2019/4/10,47.897434
2019/4/11,47.666191
2019/4/12,47.858894
2019/4/15,47.589104
2019/4/16,48.793526
2019/4/17,48.456291
2019/4/18,48.658634
2019/4/22,47.155514
2019/4/23,46.461769
2019/4/24,45.276615
2019/4/25,44.390163
2019/4/26,43.349541
2019/4/29,43.301365
2019/4/30,46.558121
2019/5/1,46.548489
2019/5/2,46.625568
2019/5/3,47.791447
2019/5/6,47.569836
2019/5/7,46.789371
2019/5/8,47.251865
2019/5/9,45.835464
2019/5/10,45.671665
2019/5/13,42.434185
2019/5/14,43.012302
2019/5/15,43.927662
2019/5/16,44.014385
2019/5/17,43.571156
2019/5/20,43.089386
2019/5/21,44.476879
2019/5/22,43.07975
2019/5/23,42.145126
2019/5/24,41.615173
2019/5/28,41.075596
2019/5/29,42.135483
2019/5/30,42.318554
2019/5/31,40.324032
2019/6/3,40.969604
2019/6/4,42.549805
2019/6/5,42.443817
2019/6/6,42.781059
2019/6/7,41.971687
2019/6/10,42.347462
2019/6/11,42.193298
2019/6/12,42.048767
2019/6/13,42.935223
2019/6/14,42.64616
2019/6/17,42.742516
2019/6/18,44.501865
2019/6/19,44.413898
2019/6/20,45.146961
2019/6/21,45.410866
2019/6/24,46.251446
2019/6/25,45.166512
2019/6/26,46.183029
2019/6/27,45.664997
2019/6/28,46.055962
2019/7/1,46.437157
2019/7/2,46.339413
2019/7/3,46.456703
2019/7/5,46.183029
2019/7/8,45.53793
2019/7/9,45.000351
2019/7/10,46.173256
2019/7/11,45.60635
2019/7/12,46.54467
2019/7/15,47.248413
2019/7/16,46.290543
2019/7/17,45.938671
2019/7/18,46.300316
2019/7/19,46.231895
2019/7/22,46.300316
2019/7/23,46.652187
2019/7/24,47.825092
2019/7/25,46.994286
2019/7/26,46.730381
2019/7/29,46.407833
2019/7/30,46.368732
2019/7/31,45.264256
2019/8/1,45.215382
2019/8/2,43.915417
2019/8/5,43.436481
2019/8/6,43.671059
2019/8/7,43.573322
2019/8/8,44.120674
2019/8/9,43.866547
2019/8/12,43.807899
2019/8/13,44.795097
2019/8/14,43.622192
2019/8/15,43.573322
2019/8/16,44.990574
2019/8/19,45.381542
2019/8/20,45.322895
2019/8/21,46.173256
2019/8/22,46.505577
2019/8/23,45.860477
2019/8/26,46.007092
2019/8/27,45.880028
2019/8/28,46.085289
2019/8/29,47.815315
2019/8/30,49.076183
2019/9/3,48.538605
2019/9/4,50.991924
2019/9/5,52.878345
2019/9/6,53.103149
2019/9/9,53.542988
2019/9/10,54.08057
2019/9/11,54.940697
2019/9/12,55.028664
2019/9/13,54.882053
2019/9/16,54.442215
2019/9/17,54.784309
2019/9/18,55.468502
2019/9/19,51.744537
2019/9/20,51.216736
2019/9/23,51.55883
2019/9/24,51.301628
2019/9/25,52.508495
2019/9/26,53.082245
2019/9/27,53.230633
2019/9/30,53.21085
2019/10/1,52.290859
2019/10/2,51.687428
2019/10/3,52.518383
2019/10/4,53.102032
2019/10/7,53.042675
2019/10/8,50.658627
2019/10/9,51.608288
2019/10/10,52.330433
2019/10/11,53.230633
2019/10/14,53.299881
2019/10/15,54.348465
2019/10/16,54.308899
2019/10/17,54.58588
2019/10/18,54.388035
2019/10/21,54.882652
2019/10/22,55.25856
2019/10/23,55.495975
2019/10/24,55.634468
2019/10/25,56.307144
2019/10/28,57.128212
2019/10/29,57.345844
2019/10/30,57.227131
2019/10/31,57.405193
2019/11/1,56.999607
2019/11/4,57.454659
2019/11/5,57.049068
2019/11/6,57.217243
2019/11/7,57.494225
2019/11/8,58.157013
2019/11/11,57.622826
2019/11/12,57.345844
2019/11/13,57.50412
2019/11/14,57.583256
2019/11/15,58.443893
2019/11/18,59.443016
2019/11/19,59.007755
2019/11/20,58.968185
2019/11/21,58.839584
2019/11/22,58.641735
2019/11/25,59.205597
2019/11/26,58.621952
2019/11/27,59.591404
2019/11/29,59.03743
2019/12/2,58.6912
2019/12/3,57.583256
2019/12/4,58.008629
2019/12/5,57.959167
2019/12/6,58.354862
2019/12/9,56.504993
2019/12/10,56.999607
2019/12/11,57.316162
2019/12/12,58.414211
2019/12/13,58.127335
2019/12/16,58.424107
2019/12/17,58.532921
2019/12/18,58.166904
2019/12/19,57.820675
2019/12/20,58.978073
2019/12/23,59.720001
2019/12/24,59.490002
2019/12/26,59.919998
2019/12/27,59.580002
2019/12/30,59.290001
2019/12/31,59.5
2020/1/2,60.5
2020/1/3,58.91
2020/1/6,58.209999
2020/1/7,58.91
2020/1/8,59.369999
2020/1/9,60.459999
2020/1/10,59.98
2020/1/13,60.990002
2020/1/14,60.779999
2020/1/15,60.509998
2020/1/16,61.529999
2020/1/17,61.080002
2020/1/21,61.049999
2020/1/22,61.27
2020/1/23,62.759998
2020/1/24,63.23
2020/1/27,60.669998
2020/1/28,61.970001
2020/1/29,59.009998
2020/1/30,58.380001
2020/1/31,56.990002
2020/2/3,57.950001
2020/2/4,58.970001
2020/2/5,54.73
2020/2/6,55.16
2020/2/7,54.099998
2020/2/10,54.939999
2020/2/11,55.75
2020/2/12,56.220001
2020/2/13,55.799999
2020/2/14,53.990002
2020/2/18,54.200001
